selected_school#unidadeAluno#nomeAluno
StringField#StringField#StringField
true#true#true
Escola##Dados do aluno
Escola#Unidade#Nome
Colégio Bacana#Super Bacana#Platão de Atenas
Colégio Bacana#Super Bacana#Aristóteles de Estagira
Colégio Bacana#Super Bacana#Immanuel Kant
Colégio Bacana#Super Bacana#Friedrich Nietzsche
Colégio Bacana#Super Bacana#Gustav Mahler
Colégio Bacana#Super Bacana#Dmitri Shostakovich
Colégio Bacana#Super Bacana#Karl Marx
Colégio Bacana#Super Bacana#Arthur Schopenhauer
Colégio Bacana#Super Bacana#Alexandr Scriabin
Colégio Bacana#Super Bacana#Anton Bruckner
Colégio Bacana#Super Bacana#Antonin Dvorak
Colégio Bacana#Super Bacana#Marco Túlio Cícero
Colégio Bacana#Super Bacana#Títo Lívio
Colégio Bacana#Super Bacana#Santo Agostinho
Colégio Bacana#Super Bacana#São Tomás de Aquino
Colégio Bacana#Super Bacana#Maurice Ravel
Colégio Bacana#Super Bacana#Marco Aurélio
Colégio Bacana#Super Bacana#Heitor Villa-Lobos
Colégio Bacana#Super Bacana#Carlos Gomes
Colégio Bacana#Super Bacana#Winston Churchill
